# swipe-paths v1 — layout qwerty(keyWidth 40, rowHeight 54). Sinh bởi SwipeDecoderTests.kt (SWIPE_WRITE_FIXTURE=1). word<TAB>top1 Kotlin<TAB>x,y;x,y…
ban	ban	234.03,137.17;214.18,132.70;203.23,131.29;182.83,126.96;166.87,122.68;151.22,114.71;132.51,113.02;114.32,108.25;96.66,103.10;80.86,98.13;68.28,93.95;57.51,92.29;48.81,91.08;39.49,87.39;49.99,88.76;59.67,91.47;70.56,95.30;82.42,95.34;99.55,101.21;110.73,103.45;128.54,108.40;151.60,111.79;168.02,117.03;184.34,121.59;202.02,127.42;218.39,130.80;234.18,134.15;246.97,136.67;257.30,141.45;273.49,144.41;278.74,145.17
dung	dung	115.54,66.35;131.66,64.43;143.87,61.40;161.68,57.79;176.00,54.17;191.74,48.67;206.54,46.35;224.68,42.77;241.19,43.80;250.44,45.17;264.64,42.75;282.83,52.04;286.77,70.49;289.40,87.40;286.08,103.98;282.48,119.76;270.49,123.46;257.86,118.65;244.20,111.37;230.73,101.80;217.03,92.08;209.55,85.05
may	may	332.88,131.61;324.43,131.79;315.81,129.17;300.41,126.23;290.83,125.43;277.03,120.81;257.53,126.84;239.45,115.47;223.85,115.64;205.25,114.87;184.06,110.46;167.65,108.87;153.58,106.91;134.02,102.05;117.74,103.23;100.93,101.40;90.07,94.16;76.36,95.40;63.57,89.66;50.34,83.11;48.63,74.94;57.99,72.25;67.43,68.37;81.87,62.57;98.06,59.46;116.99,54.67;137.05,49.39;156.37,46.97;173.26,40.82;190.61,40.70;209.99,34.34;219.51,35.38;225.25,30.40
nghe	nghe	303.12,134.60;285.07,124.64;268.54,119.53;254.06,112.50;237.34,106.00;221.15,100.19;209.23,92.56;196.73,87.33;215.78,81.01;236.57,78.46;230.06,71.97;220.48,66.74;210.76,61.51;195.26,56.83;178.13,47.51;160.57,44.00;145.75,39.50;130.33,35.82;118.43,29.09;107.05,26.14;97.38,23.08
nha	nha	289.66,141.76;287.92,127.43;284.67,102.48;276.05,92.00;253.62,83.28;236.46,80.61;222.69,76.19;208.73,77.58;197.03,77.75;177.74,78.64;163.61,76.25;146.03,80.14;128.40,81.00;114.26,78.90;96.98,83.25;83.23,80.46;69.64,83.19;58.54,85.96;47.64,87.51;31.27,84.88;26.78,84.50
thu	thu	193.44,22.39;198.37,31.46;203.99,45.50;220.12,57.47;227.04,64.91;237.53,73.41;240.65,65.78;247.22,50.88;252.86,35.09;256.06,21.40
chet	chet	150.69,151.27;171.31,141.69;186.99,135.87;204.42,126.00;214.49,115.67;222.44,104.42;225.82,97.16;211.91,81.00;200.00,73.61;183.97,63.37;172.29,55.13;153.36,45.71;139.28,37.58;126.84,30.76;117.92,23.96;114.00,15.99;127.65,13.54;147.59,17.01;162.72,20.49;174.85,22.46
hon	hon	221.92,67.18;233.46,66.56;242.91,63.38;257.82,50.85;274.64,46.71;287.57,41.39;303.75,36.11;316.74,34.70;329.62,32.56;338.84,39.95;333.71,49.05;326.63,61.82;319.11,77.18;311.66,92.40;300.97,107.47;292.15,123.67
me	me	314.31,148.75;295.13,140.26;285.16,131.43;262.75,120.39;250.09,113.79;233.67,103.49;217.33,97.42;203.17,87.02;189.51,81.81;173.24,74.97;162.54,66.10;144.91,59.14;131.71,50.83;119.01,43.20;102.06,31.58;93.93,30.95
moi	moi	311.98,127.47;319.80,107.60;326.12,94.32;335.47,77.02;340.03,62.65;342.61,47.24;349.12,37.31;338.04,18.86;327.14,12.63;314.60,14.80;301.80,16.66
on	on	344.95,19.40;339.63,27.93;335.13,38.26;331.11,49.84;319.87,63.98;315.08,79.35;307.45,94.20;302.48,108.21;296.16,121.49;289.55,134.56;284.53,147.13;280.16,153.17
tu	tu	165.96,18.75;175.95,20.37;189.03,22.48;205.99,25.01;221.41,27.70;233.80,35.34;243.54,35.56
hay	hay	245.32,75.41;234.56,79.24;223.22,76.13;214.28,79.08;194.28,76.74;178.18,80.46;161.20,82.21;141.50,79.34;121.15,80.09;106.10,82.92;88.22,82.53;76.42,84.84;64.56,82.50;51.62,84.47;47.00,76.18;55.29,72.56;59.93,65.66;70.68,64.60;84.92,57.63;100.96,53.14;118.53,49.36;139.41,40.92;155.28,36.57;172.14,31.10;187.68,23.22;206.03,19.84;216.77,17.26;229.30,12.27;238.12,10.76
tim	tim	185.76,35.93;207.13,26.53;220.25,20.06;234.95,13.92;251.70,5.50;266.95,-3.10;286.22,-1.35;295.28,0.13;306.30,6.23;313.85,18.75;320.88,36.71;325.21,50.66;325.24,63.78;327.88,79.46;332.22,97.57;334.15,111.14;332.37,124.37;334.48,137.65;336.17,145.18
tot	tot	197.53,48.14;206.65,47.46;216.52,42.94;238.25,44.61;255.01,44.00;270.99,44.74;291.27,46.06;307.44,44.18;319.18,46.08;327.49,44.22;319.04,43.92;306.41,40.36;294.02,42.39;278.07,43.02;256.42,39.09;243.52,41.18;226.05,38.13;209.65,38.40;196.99,38.01;184.08,38.24;174.02,35.98
nen	nen	289.73,145.35;283.96,138.61;272.39,131.16;259.86,125.78;246.92,116.85;233.36,107.44;215.36,99.03;200.28,89.25;185.08,76.64;166.98,69.53;154.53,56.85;140.95,48.39;130.21,39.45;122.90,34.37;114.00,31.54;123.65,34.47;132.13,36.95;139.96,43.72;152.72,49.03;167.54,57.99;184.26,67.11;200.58,78.17;216.50,81.19;233.49,96.61;247.64,103.89;259.60,112.46;271.05,119.68;283.22,128.29;289.54,129.98
tao	tao	192.89,23.56;182.75,23.42;167.70,29.13;148.40,34.40;134.94,38.08;110.67,46.52;90.49,50.67;73.71,59.20;53.33,61.98;45.60,69.58;36.09,70.99;43.67,76.71;52.95,78.04;66.19,74.82;77.65,69.90;88.28,73.43;104.88,68.60;121.82,66.82;140.75,63.42;155.57,59.85;174.45,59.16;188.43,50.69;207.02,52.33;225.54,48.23;243.69,43.32;263.61,43.67;280.69,40.76;295.57,38.30;307.97,37.20;320.96,31.30;334.91,31.15;343.72,26.45;350.62,28.94
qua	qua	21.11,16.56;40.09,20.84;51.07,20.21;70.60,19.33;84.59,19.88;104.64,20.01;123.79,21.19;140.43,25.41;160.00,18.07;175.98,20.43;193.94,19.30;208.34,24.61;225.58,24.45;237.19,27.76;246.22,25.22;252.63,32.30;247.58,38.53;237.72,40.41;230.42,44.29;216.66,52.13;200.75,54.42;184.23,56.88;166.08,62.31;147.34,66.14;128.78,69.22;110.52,73.83;96.25,78.99;81.80,85.54;67.29,85.73;54.64,91.42;48.32,90.61
tin	tin	185.80,3.60;208.90,7.02;220.74,3.55;236.37,9.44;249.79,7.59;264.88,12.39;278.79,17.50;290.35,24.16;299.88,32.10;308.97,51.70;304.35,70.60;303.70,85.76;299.39,100.19;299.28,114.91;298.34,132.51;294.21,140.34;292.46,153.02
nhieu	nhieu	285.68,135.15;270.43,121.56;260.49,113.24;247.57,106.77;240.72,94.52;237.30,84.69;241.97,72.99;253.60,64.45;267.99,52.85;282.58,45.48;293.95,33.28;296.85,23.42;289.12,19.67;280.98,19.33;266.75,16.71;250.83,13.47;232.91,14.14;212.98,16.44;192.83,18.58;179.22,13.97;161.54,14.38;146.34,18.27;134.05,14.35;117.57,15.21;109.31,17.39;118.84,18.49;127.62,19.40;138.17,25.47;154.58,30.76;176.02,31.01;193.44,34.83;209.44,33.94;223.64,37.49;239.06,39.07;253.65,39.42;261.29,42.51
ten	ten	178.07,33.94;151.72,31.35;130.83,30.69;110.81,30.67;96.50,28.81;85.01,29.51;86.56,38.63;95.62,41.38;103.69,52.76;117.53,55.64;134.80,63.58;143.77,69.10;159.63,77.15;176.77,86.33;192.98,89.11;205.93,97.15;220.06,103.42;237.94,109.05;253.77,120.61;263.04,121.85
truoc	truoc	182.44,26.24;168.63,27.44;149.88,25.63;129.96,23.88;118.07,21.88;130.40,19.36;142.89,20.78;155.91,18.40;168.28,18.65;185.36,17.62;200.50,15.69;217.53,15.72;231.39,17.42;248.03,18.37;254.96,13.85;274.77,15.77;296.58,15.86;313.46,10.37;326.92,7.73;342.78,11.38;349.34,17.85;335.14,27.83;328.07,37.05;315.73,43.11;304.73,48.48;294.45,57.90;276.27,64.82;264.38,75.80;247.64,86.37;232.75,92.16;222.91,98.72;207.01,106.29;196.53,114.46;182.85,120.28;174.93,126.21;167.84,129.54
ba	ba	248.50,130.55;238.83,128.92;218.71,120.03;209.89,124.42;192.91,116.63;175.39,115.09;162.74,110.16;143.72,106.82;130.38,103.74;117.15,103.66;100.44,99.39;84.26,98.15;68.98,95.66;58.62,88.53;45.62,90.12;37.16,90.99;28.48,86.53
bao	bao	227.37,138.59;216.53,132.38;207.27,131.99;192.87,125.61;176.54,122.91;158.76,116.22;136.95,110.22;123.20,106.65;106.68,103.45;88.64,93.59;68.92,88.48;59.38,83.83;47.95,78.54;41.15,72.36;38.04,62.60;48.95,60.26;57.56,54.96;69.36,53.25;91.32,46.87;108.70,40.37;125.02,43.66;139.40,36.46;156.10,35.75;173.46,33.94;189.46,31.27;209.84,27.63;227.03,23.55;242.30,24.20;263.32,21.36;278.81,18.34;294.22,17.51;308.63,11.99;321.04,10.43;329.53,10.62;340.88,12.14;348.96,9.37
cong	cong	155.74,142.55;163.15,137.19;171.49,132.71;182.22,126.25;194.10,115.96;204.95,108.80;220.86,98.87;229.88,89.16;248.83,78.81;261.96,65.29;275.55,55.10;287.14,45.97;304.02,36.52;313.90,30.00;324.44,25.09;335.09,17.31;344.56,21.36;347.90,37.13;339.90,54.12;333.46,63.69;321.11,82.06;314.04,96.41;302.73,109.93;291.42,125.94;283.00,138.05;262.99,140.08;254.23,140.28;240.52,132.79;228.95,124.05;215.88,112.88;204.83,103.20;194.75,95.50;187.88,90.29
tat	tat	180.67,33.28;160.52,36.11;147.51,38.85;133.16,47.14;112.25,50.45;99.28,55.94;80.42,62.65;66.33,70.01;52.91,68.51;43.82,69.29;37.16,75.58;45.26,71.74;54.57,66.78;69.57,62.47;83.39,55.36;102.53,48.72;116.74,45.34;135.17,36.91;148.45,35.94;166.52,29.26;177.60,24.65;187.50,22.07
tren	ten	179.20,18.10;159.33,22.35;145.57,27.09;133.44,28.23;113.59,25.52;95.67,22.48;104.64,30.87;114.94,33.75;126.93,37.33;137.83,46.49;151.89,54.22;164.26,60.14;180.21,70.45;196.16,77.47;213.93,85.38;224.41,93.39;240.45,100.21;251.10,109.08;263.30,111.53;277.59,119.20;285.22,123.11;292.47,128.63
bo	bo	231.33,131.82;236.81,125.35;244.78,121.68;252.81,110.80;268.25,98.65;281.22,88.98;295.17,78.44;310.34,67.98;320.44,58.02;335.64,47.53;340.14,38.64;348.44,35.61
cam	cam	171.14,143.86;160.36,138.30;148.57,133.97;131.30,130.45;112.87,120.22;92.40,114.86;73.83,106.93;58.74,100.03;43.08,90.71;32.59,88.14;33.21,78.79;42.08,82.70;52.50,83.32;64.77,84.56;77.31,88.85;89.23,89.01;103.64,91.93;118.46,92.31;134.27,95.96;151.01,100.31;170.25,106.30;186.81,105.54;204.13,110.01;219.26,112.39;235.53,116.74;251.70,118.77;269.52,118.03;279.94,123.54;290.31,122.84;302.33,127.58;307.88,125.95
loi	loi	357.91,73.61;358.72,60.92;360.77,49.90;358.06,32.88;352.32,25.92;342.32,27.51;324.01,28.81;312.12,33.92;304.88,38.46
ngay	ngay	281.25,134.05;273.16,131.96;266.11,119.05;257.18,108.07;246.63,103.39;236.52,93.06;220.19,89.24;207.12,84.88;192.66,80.39;178.70,84.24;159.87,81.40;142.24,84.72;122.40,85.11;108.67,80.88;93.68,82.56;80.84,79.79;74.68,73.27;82.02,64.53;92.60,57.37;104.05,52.98;120.72,47.55;136.71,41.68;152.54,34.06;170.09,28.03;184.78,20.75;196.44,20.01;209.15,12.24;216.45,10.52
nhat	nhat	275.73,157.13;270.21,148.23;267.47,135.96;265.04,121.62;261.07,108.65;250.99,99.57;242.99,85.65;232.46,76.80;220.37,74.71;208.98,71.51;190.51,75.48;177.70,74.12;157.81,78.27;142.89,77.35;122.00,78.26;108.36,79.86;86.30,81.23;75.58,81.61;66.18,83.44;54.28,77.99;60.08,69.92;72.40,64.16;88.68,57.94;105.26,51.37;121.37,43.90;139.95,36.89;156.64,28.68;169.37,24.89;177.86,20.81
sau	sau	74.64,85.47;55.56,88.65;36.23,91.15;45.73,85.36;57.90,80.80;70.11,79.60;82.21,74.88;96.82,67.60;111.60,64.85;126.77,61.55;147.59,59.55;161.93,53.37;176.58,50.30;193.35,45.67;207.15,43.69;221.58,39.84;232.32,34.65;242.26,35.25;251.53,32.48
tai	tai	155.07,17.44;130.76,25.60;115.11,33.32;96.00,39.07;78.18,48.44;59.57,54.93;47.73,63.40;55.95,69.00;69.36,68.39;78.11,63.88;93.89,63.39;108.63,62.34;124.19,58.05;141.14,55.07;158.18,56.14;176.54,51.90;193.69,50.26;210.97,46.41;229.00,41.18;242.87,41.58;260.25,37.18;270.90,33.27;287.14,35.25;295.10,33.68;303.05,30.96
theo	theo	191.66,35.22;200.22,43.02;211.60,55.32;221.06,65.19;238.16,75.37;243.67,85.76;234.19,85.17;221.56,82.24;205.45,75.32;190.60,67.12;172.77,64.68;153.34,55.65;137.16,45.52;119.60,45.72;106.98,35.53;97.88,27.79;94.42,19.18;106.51,19.96;116.28,18.31;125.51,15.79;141.58,16.24;155.41,16.79;174.37,17.56;192.09,15.31;207.20,16.26;227.51,19.00;247.76,18.61;263.81,21.42;281.78,19.61;295.38,22.69;309.10,22.04;324.45,23.69;339.32,23.95;352.48,24.41;357.85,24.39
chau	chau	166.69,135.25;174.97,129.39;191.79,122.56;205.74,113.16;221.05,102.80;236.88,91.18;241.98,81.07;235.10,76.38;224.73,76.81;211.85,78.71;192.47,79.36;173.79,78.18;154.77,79.73;136.90,81.80;116.74,83.37;99.66,83.24;82.11,85.17;69.22,91.86;57.42,90.10;49.33,87.19;67.16,77.66;91.05,71.83;107.16,65.43;123.32,62.16;138.19,61.68;155.38,54.66;174.66,50.26;191.00,48.22;204.72,42.21;220.26,42.91;233.76,39.70;245.03,35.96;251.32,33.34
gap	gap	196.69,71.09;187.75,75.49;176.48,74.59;154.67,73.47;137.63,71.38;113.40,74.83;93.22,72.59;73.49,70.68;54.13,72.08;41.35,70.66;29.67,68.57;43.76,65.09;51.79,65.43;60.11,60.85;72.01,59.98;85.78,57.26;100.42,58.11;113.64,55.77;132.86,52.45;145.81,53.11;163.36,50.95;182.12,49.37;202.71,47.40;218.35,46.65;234.97,47.14;252.27,45.82;269.81,42.24;287.50,41.39;302.33,37.91;318.89,36.97;330.75,35.57;342.89,36.06;354.18,32.53;366.19,32.47;371.61,32.12
nhin	nhin	289.08,133.76;280.61,127.49;269.86,119.72;263.10,112.07;255.88,99.25;251.43,87.20;253.20,74.51;259.13,61.05;272.48,47.65;280.15,34.70;287.15,20.71;297.54,10.75;300.25,18.53;299.68,30.72;298.73,43.06;300.45,59.32;298.11,74.91;291.29,90.97;290.66,106.52;288.56,120.68;289.43,134.96;285.93,142.01
thanh	thanh	186.07,14.79;195.64,24.02;206.85,32.27;220.37,42.44;229.34,55.69;232.17,65.60;225.65,76.87;206.03,77.99;192.37,78.58;173.99,80.03;155.91,82.93;137.00,85.50;115.92,83.31;97.87,85.57;80.11,88.08;68.73,87.00;60.38,86.61;49.69,92.30;60.12,98.64;72.68,98.61;81.30,102.18;97.34,106.71;112.30,112.16;128.59,114.14;145.50,120.89;167.94,126.85;187.35,127.25;201.41,131.35;222.34,132.55;237.56,135.47;252.11,133.24;265.24,138.11;278.24,137.59;288.12,139.86;295.88,135.53;301.86,126.32;287.95,110.82;274.40,98.02;258.26,81.90;244.05,72.13;235.89,62.67
yeu	yeu	237.66,25.53;230.67,29.99;214.73,28.63;196.70,28.36;182.41,29.64;163.96,34.02;144.36,32.82;132.09,36.33;120.00,31.98;130.11,31.66;144.20,31.06;157.58,27.87;178.89,23.56;195.60,23.35;216.74,19.78;234.06,18.64;245.30,16.92;254.76,13.74
bat	bat	225.83,148.84;206.00,140.26;194.02,140.48;185.14,134.91;159.54,130.66;147.43,120.94;132.03,118.53;113.10,114.89;99.42,107.25;80.21,102.48;69.96,95.68;58.66,89.77;50.19,87.01;41.21,81.45;40.77,73.42;57.18,66.46;71.22,61.52;86.59,57.90;103.90,54.80;122.57,51.92;139.65,51.59;155.89,45.24;168.79,44.30;177.82,42.85
chac	chac	144.75,133.99;168.22,120.30;184.87,110.11;195.28,97.82;208.84,88.66;214.28,76.76;206.20,67.85;196.92,66.91;180.83,62.32;167.68,62.18;149.47,58.17;128.97,57.23;112.60,59.79;92.99,57.39;78.36,62.57;63.61,62.92;50.49,65.57;41.69,62.57;38.87,70.46;43.66,77.30;54.19,85.69;70.90,92.72;83.15,98.93;98.80,107.83;119.06,112.32;138.04,121.01;152.80,125.94;163.67,135.60;170.26,136.87
chao	chao	165.50,135.77;176.87,132.82;187.94,125.79;205.26,119.88;221.92,107.64;236.48,98.98;246.56,90.94;250.38,81.08;241.22,73.83;229.50,74.83;216.94,76.65;201.63,76.66;184.94,77.10;167.12,78.54;145.83,77.44;126.24,82.06;107.79,81.96;90.24,82.09;72.48,86.92;58.50,84.56;46.99,87.97;36.77,88.01;46.59,82.06;64.22,76.28;72.65,75.24;88.00,72.84;99.59,70.15;115.30,68.37;129.18,63.01;143.82,61.42;163.73,58.03;179.16,53.14;198.73,49.00;217.48,50.39;235.04,45.47;251.25,39.70;267.20,38.39;286.41,37.29;297.05,30.00;314.13,27.15;324.11,27.96;332.03,25.84;345.18,23.72;352.38,21.73
cu	cu	142.65,136.82;148.65,129.82;154.04,122.76;164.84,117.84;176.72,109.74;190.54,96.28;205.65,86.98;216.79,73.70;234.16,64.28;244.47,52.50;257.79,44.91;264.05,35.93;273.21,26.13;279.82,21.30
giet	giet	195.42,85.84;206.10,82.40;221.57,79.85;238.76,74.31;254.87,69.01;269.55,60.07;286.63,56.36;299.68,50.59;308.15,44.35;300.85,33.45;281.23,32.96;267.63,29.59;250.71,27.82;235.18,22.45;213.57,22.85;195.65,25.18;177.86,19.75;164.43,18.98;142.83,18.73;134.01,20.03;122.86,18.69;112.49,18.04;124.84,17.38;141.23,27.27;159.26,27.91;171.36,31.78
khac	khac	317.94,78.00;307.22,81.07;298.22,82.96;287.93,82.72;271.09,86.94;258.25,83.48;237.37,86.56;226.72,82.15;212.27,80.38;193.58,78.52;178.19,79.64;161.13,75.80;141.40,71.70;125.82,70.28;112.67,71.27;95.46,70.57;79.13,67.46;68.56,67.72;56.07,65.88;60.80,78.33;72.28,91.72;90.58,95.85;108.11,107.06;124.49,115.92;138.39,124.03;147.82,127.33
song	song	97.46,79.40;111.49,75.34;123.75,70.95;137.67,65.56;153.63,62.56;169.70,58.23;186.71,54.46;204.56,45.84;220.96,42.17;236.88,36.07;253.72,33.88;270.76,29.60;285.59,25.26;298.77,25.44;310.55,19.74;320.54,17.04;332.01,17.28;340.29,18.38;343.99,33.12;337.97,46.34;331.67,61.31;316.80,78.82;308.12,92.39;292.15,108.50;280.00,116.60;273.13,127.55;263.08,127.94;249.65,119.96;233.03,111.13;222.63,94.11;213.14,85.82;203.99,78.35
thich	thich	158.29,28.30;166.96,36.28;172.89,43.66;187.64,51.98;196.17,60.34;207.60,70.99;219.34,82.15;231.92,87.79;239.62,94.00;248.56,93.21;260.70,91.50;271.89,78.08;282.26,63.94;291.11,47.87;298.52,32.40;296.74,22.60;283.23,28.66;274.27,35.70;262.40,45.23;249.85,55.84;237.98,68.26;221.55,79.44;207.34,92.07;195.23,102.64;183.97,113.79;176.41,120.74;172.04,130.13;191.81,126.82;210.26,119.80;228.84,114.43;245.16,104.97;253.27,100.72
van	van	210.68,131.40;200.52,128.40;188.21,127.75;173.16,119.72;160.15,118.11;140.68,112.53;121.12,109.95;102.63,101.87;87.22,95.74;74.50,93.23;59.93,88.92;43.19,88.72;54.78,85.15;62.73,86.78;87.94,88.31;102.52,91.32;118.15,91.76;135.99,94.86;155.78,97.39;170.95,101.58;189.43,101.93;206.00,106.69;223.37,108.16;234.92,115.35;248.83,115.41;259.46,118.45;267.51,116.11
xem	xem	125.64,144.45;124.79,135.10;118.83,122.11;111.88,108.11;105.02,91.76;97.65,71.88;91.25,53.88;86.81,43.85;85.57,27.30;89.85,17.59;98.62,17.18;111.35,17.66;123.88,23.67;132.72,29.57;144.07,33.66;158.14,39.06;173.63,45.15;189.56,50.57;206.87,61.83;213.95,66.14;231.09,77.72;250.39,83.75;266.09,92.01;273.21,98.71;287.56,109.49;299.32,114.07;307.49,116.50;313.61,121.00
bon	bon	241.47,117.40;249.33,109.90;256.52,100.74;268.09,93.16;276.90,81.11;293.36,66.22;301.78,54.17;313.26,41.36;326.78,34.11;332.00,23.28;338.94,18.78;342.72,29.15;336.01,44.09;329.14,58.54;321.34,72.75;316.31,92.08;305.44,108.57;297.39,119.91;291.78,132.90;289.02,141.61
cach	cach	162.29,143.87;152.40,139.11;140.91,133.21;126.44,124.32;116.32,114.06;94.99,107.36;79.29,99.49;64.03,94.58;56.69,87.36;47.55,84.32;60.62,84.12;69.34,90.91;86.31,95.06;99.61,107.54;117.14,112.69;134.04,119.21;149.90,125.86;164.69,130.62;175.26,129.79;189.85,129.80;201.73,122.48;215.09,117.24;225.59,107.37;236.20,96.18;241.21,89.46;247.04,85.71
dua	dua	116.54,69.95;127.52,67.72;137.34,65.91;154.02,58.60;172.76,55.75;186.19,49.14;208.68,43.99;224.43,35.95;239.15,33.74;249.19,32.91;233.40,34.54;226.01,37.68;207.15,38.07;196.41,44.16;178.19,45.50;161.67,51.75;143.36,56.54;125.01,60.53;111.02,62.67;91.06,69.87;77.23,74.31;64.32,77.55;51.73,80.07;41.34,84.65;31.88,85.22
het	het	229.58,69.94;211.00,64.59;195.73,61.02;180.05,63.77;162.79,56.73;145.49,52.40;130.23,50.29;114.09,43.56;102.06,41.77;89.17,37.75;100.44,29.91;116.92,26.15;135.00,22.49;156.59,21.62;169.56,15.53;179.70,16.29
luc	luc	363.73,71.92;355.39,65.91;346.82,58.52;332.36,48.57;319.13,42.90;301.94,35.24;289.44,28.70;272.63,22.51;258.19,26.75;241.28,39.00;234.54,45.71;219.59,52.28;208.61,64.93;200.30,80.32;191.72,90.92;177.90,105.15;171.11,115.25;159.22,121.30;152.51,136.00;144.84,138.77;140.94,146.42
an	an	47.68,79.71;66.07,84.52;75.94,84.70;88.60,92.69;105.14,94.57;118.01,98.47;137.54,101.15;148.09,105.37;167.96,110.75;180.66,116.19;200.18,120.83;214.30,124.50;227.64,127.78;240.12,131.97;253.22,133.99;261.21,138.70;269.48,138.39
cha	cua	159.96,131.79;171.08,126.11;184.60,114.67;203.23,104.97;216.79,95.03;235.39,86.66;238.14,76.99;231.27,71.35;224.52,66.69;209.67,60.88;199.06,62.23;185.45,61.68;168.10,63.51;150.70,58.86;138.95,59.15;115.75,56.58;100.13,54.24;85.41,55.31;72.06,55.91;58.66,56.09;50.28,54.59;40.30,54.51
goi	goi	199.87,62.25;209.52,64.66;221.02,60.49;236.63,54.97;251.35,50.89;266.69,46.20;282.34,37.88;302.73,36.27;314.30,30.14;328.20,24.81;318.90,22.72;302.65,28.06;287.77,27.50
hai	hai	235.67,77.99;226.36,76.02;213.81,78.41;197.01,80.81;179.26,84.12;159.98,87.44;140.09,88.13;121.56,91.45;100.75,90.53;85.85,91.93;69.86,92.50;60.77,95.20;71.07,88.76;82.44,84.89;100.92,80.48;114.52,81.23;129.25,75.91;144.43,72.39;160.50,66.88;184.33,61.36;201.47,58.35;218.22,55.98;234.04,53.36;250.42,51.47;262.65,43.46;276.16,39.73;288.94,41.46;296.70,38.37
hieu	hieu	252.83,72.50;272.82,59.84;288.94,45.55;298.08,36.81;304.33,28.08;297.74,18.21;287.21,15.75;279.07,17.00;268.71,13.53;251.27,16.38;233.68,16.58;217.71,15.82;197.22,18.66;178.51,16.09;163.86,16.34;145.84,19.52;129.18,21.00;117.23,22.14;108.27,23.60;92.70,27.52;102.66,28.78;114.75,27.62;127.76,30.17;142.97,31.20;165.11,31.98;184.11,34.90;198.53,36.27;218.36,37.56;231.97,39.91;247.35,39.99;254.63,39.91
lay	lay	353.08,80.75;334.68,83.27;322.17,80.99;310.99,80.62;296.35,87.37;282.28,83.06;266.26,86.87;250.94,87.95;228.56,89.92;216.08,90.63;195.94,93.69;175.32,96.39;161.80,94.92;143.24,97.15;125.58,99.87;111.77,99.68;94.92,100.32;83.77,103.20;72.37,103.45;57.20,102.58;42.03,101.79;40.04,93.34;49.21,88.75;59.96,82.96;76.10,74.26;94.77,70.65;114.13,64.02;133.57,57.57;154.33,48.12;169.49,43.19;187.30,34.84;196.50,30.66;206.26,29.76
quan	quan	26.23,28.41;35.52,31.76;46.15,30.83;56.24,29.62;75.41,26.14;90.25,28.44;107.46,22.44;122.92,21.99;144.83,18.53;163.74,20.97;182.64,16.26;199.64,16.50;213.93,17.34;228.06,13.53;238.85,16.16;252.40,14.12;234.93,23.95;220.59,25.03;208.59,26.98;191.09,31.73;167.19,34.41;148.75,38.79;129.00,43.89;107.74,46.74;90.50,50.45;72.27,53.88;55.91,57.50;45.04,61.44;34.44,67.07;26.70,75.58;44.49,84.28;68.13,89.85;77.71,94.33;96.22,96.25;113.12,97.75;130.52,99.56;149.42,101.84;165.78,107.23;186.39,108.39;201.89,112.64;216.86,115.36;233.80,119.22;246.23,117.94;263.44,122.22
tay	tay	172.44,41.70;159.46,44.31;147.51,46.73;131.54,51.27;113.76,51.37;94.02,56.38;78.42,64.01;66.29,64.66;53.08,65.35;68.36,63.62;83.91,60.49;98.43,59.03;115.66,54.48;134.30,53.03;151.85,47.88;169.96,44.27;183.42,43.99;202.73,38.70;217.41,35.19;226.86,35.27;235.84,33.39
to	to	171.70,24.36;192.69,25.48;205.50,29.49;216.46,27.44;234.70,27.71;251.63,26.02;270.60,25.65;286.96,26.64;304.08,25.58;317.95,27.11;330.06,25.54;341.04,27.75;351.65,26.39
chinh	chung	170.57,136.67;186.14,129.15;198.37,120.48;210.66,109.18;223.75,100.75;235.66,94.19;243.34,83.62;258.10,77.22;266.14,65.63;277.03,55.59;289.57,45.32;298.93,37.08;299.50,45.97;295.89,56.48;290.23,76.86;282.52,90.97;272.77,109.73;268.65,118.23;258.80,127.81;250.03,125.22;240.95,114.96;232.96,95.91;225.60,83.83;217.68,75.27
giup	giup	217.06,84.82;226.35,80.69;238.18,73.12;256.51,61.30;271.72,53.25;283.64,46.36;293.93,40.34;277.21,31.95;255.75,34.36;242.07,35.60;259.25,28.74;273.43,27.59;286.97,27.36;307.79,26.21;323.41,23.80;342.90,17.00;354.63,18.47;370.49,17.14;377.51,13.98
lan	lan	356.14,67.67;340.69,64.94;327.89,63.73;315.57,65.21;299.60,66.59;281.87,68.38;266.03,66.55;248.73,69.40;230.93,72.64;216.14,71.25;194.33,71.87;178.42,74.10;156.53,74.27;140.90,74.31;122.16,76.06;108.59,77.13;92.04,83.17;82.07,80.75;64.78,82.98;55.59,84.48;44.30,87.09;32.44,88.21;43.00,98.90;61.75,105.33;78.37,109.24;91.53,108.98;105.78,113.12;125.28,115.89;146.83,122.59;164.13,123.10;185.12,127.33;200.44,129.86;220.94,132.11;235.87,135.19;251.52,138.69;264.16,141.34;273.42,142.45;282.84,144.38
rang	rang	140.75,36.81;126.72,38.05;110.96,44.04;94.70,51.42;73.78,56.06;57.86,63.54;46.18,69.03;39.29,75.48;46.97,82.26;54.63,84.90;65.83,88.06;80.81,87.98;95.23,94.32;112.00,96.66;126.11,100.20;145.30,103.16;165.64,104.66;180.55,108.28;198.77,112.86;215.75,111.37;234.55,110.21;247.50,116.84;260.47,118.65;272.25,120.56;280.01,118.26;290.24,118.47;281.75,110.08;268.21,103.32;251.92,94.92;234.66,85.90;217.84,76.69;198.60,67.33;190.48,64.70
